Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,TotalSpent_RM,Num_of_Baskets,Day,Time_Of_The_Day,buyDrink,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
foreigner ,female,fat,53.0,yes,no_kids,big,red,traditional,grey,short_sleeve,blue_jeans,short,clothes,6,9,no,49.0,21.0,2.0,Thursday,Morning,1,29.1,34.4,24.7,77.36,0.0,0.0,,31.7,5.8,202.0,1011.4,89.0,8.1,695.5,2.5,7.0,Partially cloudy
chinese,female,moderate,52.0,no,toddler ,big,red,casual,purple,short_sleeve,purple,short,blankets,3,7,no,38.0,18.0,2.0,Sunday,Evening,1,28.6,33.9,25.1,81.49,0.015,100.0,rain,31.7,10.6,312.0,1009.7,93.6,9.1,0.0,1.3,0.0,"Rain, Overcast"
indian,male,fat,21.0,no,young,small,orange,formal,purple,short_sleeve,blue_jeans,long,blankets,5,10,no,49.0,14.0,3.0,Sunday,Morning,1,26.0,26.0,24.9,93.82,0.0,0.0,,31.7,0.6,5.0,1011.4,89.0,3.5,36.8,0.1,0.0,Partially cloudy
malay,female,moderate,30.0,no,no_kids,big,purple,traditional,pink,short_sleeve,blue  ,short,clothes,6,8,no,19.0,10.0,3.0,Wednesday,Night,1,29.0,34.4,24.9,78.37,0.0,0.0,,31.7,8.0,205.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
foreigner ,male,fat,58.0,yes,toddler ,big,orange,casual,green,short_sleeve,blue,long,clothes,3,8,yes,24.0,15.0,1.0,Sunday,Morning,1,25.0,25.0,23.9,93.78,0.0,0.0,,31.7,1.9,339.0,1011.4,89.0,8.1,26.5,0.1,0.0,Partially cloudy
malay,male,fat,18.0,no,baby,big,black,formal,pink,short_sleeve,orange,short,clothes,4,8,no,50.0,7.0,1.0,Monday,Night,1,27.8,32.0,24.8,83.76,0.0,0.0,,31.7,4.0,20.0,1011.4,88.2,8.4,0.0,1.3,0.0,Partially cloudy
malay,male,thin,60.0,yes,young,small,brown,traditional,blue,short_sleeve,grey,short,blankets,3,10,yes,36.0,8.0,1.0,Wednesday,Night,1,28.2,33.0,24.9,82.32,0.0,0.0,,31.7,3.3,337.0,1012.0,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,female,fat,28.0,no,baby,small,white,formal,pink,long sleeve,red,long,blankets,5,9,yes,29.0,13.0,2.0,Saturday,Morning,1,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,0.3,351.0,1011.4,89.0,2.6,0.0,1.3,0.0,Partially cloudy
chinese,male,moderate,31.0,yes,no_kids,small,red,formal,grey,long sleeve,grey,short,blankets,4,10,yes,20.0,21.0,3.0,Wednesday,Morning,1,26.0,26.0,24.9,93.58,0.0,0.0,,31.7,0.9,12.0,1011.4,89.0,3.7,35.0,0.1,0.0,Partially cloudy
indian,female,thin,47.0,yes,toddler ,big,white,traditional,yellow,long sleeve,blue_jeans,long,clothes,3,9,no,44.0,15.0,3.0,Friday,Evening,1,25.8,25.8,24.0,89.99,0.0,0.0,,31.7,8.7,159.0,1011.4,89.0,10.0,1.1,0.0,0.0,Partially cloudy
malay,female,fat,26.0,yes,baby,big,green,traditional,yellow,short_sleeve,red,short,blankets,5,9,no,41.0,18.0,2.0,Sunday,Morning,1,25.1,25.1,23.8,92.55,0.0,0.0,,31.7,0.7,7.0,1011.4,89.0,4.4,0.0,1.3,0.0,Partially cloudy
foreigner ,male,moderate,59.0,yes,young,small,purple,formal,orange,long sleeve,orange,short,blankets,3,9,no,40.0,9.0,2.0,Thursday,Evening,0,31.1,36.6,23.9,65.25,0.0,0.0,,31.7,13.0,190.0,1011.4,89.0,10.0,99.2,0.4,1.0,Partially cloudy
indian,male,fat,42.0,no,baby,big,black,traditional,black ,short_sleeve,black ,long,clothes,5,9,yes,48.0,20.0,3.0,Tuesday,Afternoon,1,30.9,38.0,25.2,71.81,0.0,0.0,,31.7,11.2,221.0,1009.3,89.0,9.1,301.4,1.1,3.0,Partially cloudy
indian,female,thin,20.0,no,no_kids,big,white,casual,red,long sleeve,black ,long,blankets,5,10,no,35.0,7.0,3.0,Monday,Afternoon,1,32.9,39.3,24.1,59.94,0.185,100.0,rain,31.7,5.4,175.0,1009.1,89.0,13.7,569.0,2.0,6.0,"Rain, Partially cloudy"
foreigner ,male,thin,25.0,yes,no_kids,big,brown,formal,yellow,long sleeve,purple,long,clothes,6,9,no,49.0,12.0,2.0,Tuesday,Morning,1,30.9,36.4,24.0,66.66,0.0,0.0,,31.7,7.3,241.0,1011.4,89.0,10.0,662.3,2.4,7.0,Partially cloudy
chinese,male,thin,34.0,yes,toddler ,big,black,casual,yellow,long sleeve,blue,short,blankets,6,9,yes,16.0,13.0,2.0,Tuesday,Afternoon,1,28.0,31.9,23.9,78.25,0.0,0.0,,42.5,21.8,257.0,1009.9,89.0,4.5,701.0,2.5,7.0,Partially cloudy
indian,male,moderate,22.0,no,baby,small,purple,traditional,pink,long sleeve,blue ,short,blankets,3,10,yes,56.0,18.0,2.0,Wednesday,Morning,1,27.0,29.6,23.0,78.78,0.0,0.0,,31.7,3.6,285.0,1011.4,89.0,10.0,390.8,1.4,4.0,Partially cloudy
indian,female,thin,22.0,yes,toddler,small,green,traditional,pink,long sleeve,blue,short,blankets,3,9,no,43.0,7.0,2.0,Thursday,Night,1,26.0,26.0,24.9,93.82,0.0,0.0,,31.7,0.8,4.0,1011.4,89.0,8.1,0.0,1.3,0.0,Partially cloudy
indian,male,thin,26.0,no,baby,big,blue,traditional,grey,short_sleeve,blue  ,long,blankets,5,8,no,47.0,11.0,2.0,Wednesday,Evening,1,32.0,38.9,24.8,65.71,0.0,0.0,,31.7,9.8,238.0,1011.4,89.0,10.0,45.8,0.2,0.0,Partially cloudy
malay,male,thin,46.0,no,young,big,yellow,traditional,black ,long sleeve,white,long,clothes,4,10,no,39.0,13.0,3.0,Monday,Afternoon,1,32.9,39.3,24.1,60.05,0.0,0.0,,31.7,5.8,210.0,1011.4,89.0,10.0,459.8,1.7,5.0,Partially cloudy
indian,female,moderate,45.0,no,young,small,green,casual,green,short_sleeve,orange,long,blankets,3,7,yes,58.0,9.0,3.0,Sunday,Evening,1,24.1,24.1,23.3,95.3,0.0,0.0,,31.7,7.4,185.0,1009.6,99.6,8.9,96.5,0.3,1.0,Overcast
chinese,male,fat,31.0,no,young,small,orange,traditional,white,short_sleeve,yellow,short,clothes,6,9,no,51.0,19.0,3.0,Tuesday,Morning,1,25.8,25.8,22.9,84.29,0.0,0.0,,31.7,2.8,290.0,1009.9,89.0,8.1,0.0,1.3,0.0,Partially cloudy
foreigner ,male,moderate,44.0,yes,no_kids,small,black,formal,blue,short_sleeve,white,short,clothes,6,10,no,21.0,17.0,2.0,Wednesday,Night,1,27.1,31.4,25.9,92.99,0.0,0.0,,31.7,4.1,179.0,1011.4,89.0,6.5,0.0,1.3,0.0,Partially cloudy
chinese,female,moderate,36.0,no,baby,small,purple,formal,white,long sleeve,orange,long,clothes,6,7,yes,36.0,12.0,2.0,Wednesday,Afternoon,0,30.3,37.9,26.0,77.87,0.0,0.0,,31.7,5.3,260.0,1011.4,89.0,7.2,649.0,2.3,6.0,Partially cloudy
malay,female,moderate,47.0,no,no_kids,small,grey,casual,white,long sleeve,orange,long,clothes,5,8,no,18.0,8.0,3.0,Thursday,Afternoon,1,32.9,36.0,21.0,49.86,0.0,0.0,,31.7,5.4,135.0,1011.4,89.0,13.2,839.3,3.0,8.0,Partially cloudy
malay,male,moderate,51.0,no,no_kids,big,orange,casual,red,long sleeve,grey,long,blankets,4,9,no,34.0,14.0,1.0,Sunday,Morning,1,24.9,24.9,23.9,94.19,0.0,0.0,,31.7,1.7,360.0,1011.4,89.0,7.2,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,21.0,yes,no_kids,big,green,casual,black ,short_sleeve,blue ,long,blankets,6,7,no,13.0,9.0,1.0,Friday,Afternoon,1,33.0,38.0,22.9,55.56,0.0,0.0,,31.7,2.5,218.0,1011.4,89.0,10.0,958.5,3.5,10.0,Partially cloudy
foreigner ,female,fat,39.0,no,baby,big,white,formal,red,short_sleeve,red,long,blankets,6,10,no,50.0,19.0,1.0,Thursday,Morning,1,26.1,26.1,23.9,87.6,0.0,0.0,,31.7,6.1,317.0,1011.4,89.0,7.2,0.0,1.3,0.0,Partially cloudy
malay,female,fat,54.0,yes,young,big,black,casual,red,short_sleeve,yellow,short,blankets,6,7,yes,54.0,16.0,2.0,Tuesday,Night,1,26.1,26.1,25.0,93.76,0.0,0.0,,31.7,4.4,277.0,1014.0,89.0,6.3,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,30.0,yes,toddler,small,grey,formal,blue,long sleeve,red,short,blankets,3,8,no,35.0,15.0,1.0,Tuesday,Afternoon,0,31.9,36.7,23.1,59.8,0.0,0.0,,31.7,4.2,279.0,1011.4,89.0,10.0,610.8,2.2,6.0,Partially cloudy
malay,female,moderate,28.0,no,baby,small,orange,formal,red,long sleeve,red,long,blankets,5,7,no,16.0,15.0,1.0,Wednesday,Morning,1,25.0,25.0,21.9,83.08,0.0,0.0,,31.7,2.2,327.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,male,thin,60.0,yes,toddler ,small,grey,traditional,black,long sleeve,blue_jeans,short,clothes,5,10,no,56.0,13.0,3.0,Thursday,Morning,0,28.9,32.6,23.1,71.02,0.0,0.0,,31.7,5.4,89.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
indian,male,thin,47.0,no,toddler,big,pink,traditional,blue,long sleeve,purple,short,clothes,5,7,yes,19.0,17.0,3.0,Saturday,Evening,1,31.8,39.0,25.1,67.99,0.0,0.0,,31.7,17.3,231.0,1008.4,89.0,12.6,258.4,0.9,3.0,Partially cloudy
malay,female,fat,44.0,no,baby,small,brown,casual,white,long sleeve,brown,short,clothes,5,9,no,44.0,12.0,1.0,Saturday,Afternoon,1,31.9,35.9,22.3,56.86,0.0,0.0,,31.7,5.4,229.0,1013.0,89.0,10.9,721.3,2.6,7.0,Partially cloudy
foreigner ,male,moderate,24.0,no,toddler,small,pink,traditional,pink,long sleeve,brown,long,clothes,5,10,yes,21.0,18.0,2.0,Saturday,Afternoon,1,32.1,38.0,24.0,62.45,0.0,0.0,,31.7,11.7,309.0,1011.4,89.0,10.0,590.0,2.1,6.0,Partially cloudy
indian,female,moderate,56.0,no,no_kids,small,brown,formal,blue,short_sleeve,white,long,clothes,3,10,no,55.0,12.0,1.0,Wednesday,Night,0,26.8,29.7,24.0,84.64,0.0,0.0,,31.7,1.7,302.0,1013.7,89.0,9.1,0.0,1.3,0.0,Partially cloudy
chinese,female,fat,54.0,no,toddler,big,purple,traditional,green,long sleeve,black ,long,blankets,4,7,yes,58.0,12.0,2.0,Monday,Afternoon,1,28.1,32.1,24.0,78.58,0.0,0.0,,31.7,3.9,59.0,1011.4,99.2,8.1,781.0,2.8,8.0,Overcast
chinese,male,moderate,42.0,no,toddler ,big,white,casual,red,short_sleeve,grey,long,clothes,4,10,yes,11.0,14.0,3.0,Friday,Morning,0,24.1,24.1,23.0,93.73,0.0,0.0,,31.7,0.1,22.0,1011.4,89.0,5.4,28.2,0.1,0.0,Partially cloudy
indian,male,thin,60.0,yes,toddler,small,pink,casual,white,long sleeve,blue  ,short,blankets,3,9,yes,17.0,12.0,1.0,Sunday,Morning,0,26.1,26.1,24.0,88.37,0.0,0.0,,31.7,1.7,58.0,1011.4,89.0,6.3,0.0,1.3,0.0,Partially cloudy
foreigner ,male,moderate,26.0,no,toddler ,big,white,traditional,white,long sleeve,white,long,clothes,5,8,yes,11.0,20.0,1.0,Thursday,Morning,1,25.9,25.9,22.1,79.73,0.0,0.0,,31.7,0.6,8.0,1011.3,89.0,10.1,199.5,0.7,2.0,Partially cloudy
chinese,female,moderate,40.0,no,no_kids,big,red,formal,grey,long sleeve,red,long,clothes,5,7,yes,26.0,11.0,2.0,Monday,Morning,1,25.0,25.0,23.9,93.78,0.0,0.0,,31.7,0.0,0.0,1011.4,89.0,5.4,26.9,0.1,0.0,Partially cloudy
indian,male,moderate,41.0,no,baby,small,grey,formal,purple,short_sleeve,pink,short,blankets,6,7,no,48.0,16.0,2.0,Tuesday,Morning,1,28.0,30.7,22.0,69.92,0.0,0.0,,31.7,6.4,61.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,35.0,no,baby,big,orange,casual,red,short_sleeve,blue_jeans,long,clothes,6,10,no,38.0,19.0,1.0,Tuesday,Evening,1,28.8,34.1,25.0,80.11,0.0,0.0,,31.7,7.6,271.0,1010.9,89.0,10.0,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,34.0,yes,baby,small,green,traditional,red,long sleeve,blue ,long,clothes,3,9,no,17.0,17.0,3.0,Saturday,Evening,1,27.0,29.7,22.9,78.35,0.0,0.0,,31.7,0.4,346.0,1011.0,89.0,10.0,0.0,1.3,0.0,Partially cloudy
malay,female,fat,25.0,no,no_kids,big,white,formal,pink,short_sleeve,blue_jeans,short,clothes,4,8,no,26.0,16.0,1.0,Saturday,Morning,1,25.9,25.9,24.0,89.15,0.0,0.0,,31.7,3.3,350.0,1011.4,89.0,9.1,22.6,0.1,0.0,Partially cloudy
foreigner ,female,thin,25.0,yes,no_kids,big,brown,casual,pink,short_sleeve,black,long,clothes,4,10,yes,25.0,13.0,2.0,Wednesday,Evening,1,30.9,34.4,22.0,59.08,0.0,0.0,,31.7,9.2,249.0,1010.3,88.6,12.4,305.4,1.1,3.0,Partially cloudy
foreigner ,male,fat,52.0,yes,no_kids,small,grey,formal,black ,long sleeve,grey,short,blankets,4,10,yes,23.0,15.0,1.0,Wednesday,Evening,1,28.0,31.9,24.0,78.92,0.0,0.0,,31.7,5.3,299.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
chinese,female,moderate,38.0,no,no_kids,small,brown,traditional,green,long sleeve,white,long,blankets,5,8,yes,48.0,21.0,3.0,Sunday,Morning,1,28.0,32.7,25.0,83.79,0.0,0.0,,31.7,2.0,302.0,1011.4,89.0,6.5,0.0,1.3,0.0,Partially cloudy
indian,female,moderate,50.0,yes,toddler,small,blue,formal,purple,short_sleeve,blue_jeans,long,clothes,6,10,no,39.0,17.0,3.0,Thursday,Morning,1,25.9,25.9,23.8,88.36,0.0,0.0,,31.7,2.1,288.0,1009.9,89.0,9.1,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,56.0,no,toddler ,big,black,casual,pink,long sleeve,white,short,blankets,4,9,yes,24.0,14.0,3.0,Friday,Morning,1,27.0,30.1,24.0,83.68,0.0,0.0,,31.7,3.9,11.0,1011.4,89.0,8.1,188.9,0.7,2.0,Partially cloudy
chinese,female,fat,58.0,yes,toddler,big,purple,casual,brown,short_sleeve,white,short,blankets,6,7,no,40.0,7.0,1.0,Thursday,Evening,1,25.2,25.2,23.1,87.91,0.0,0.0,,31.7,7.3,109.0,1011.4,99.2,7.2,0.2,0.0,0.0,Overcast
chinese,male,moderate,39.0,no,no_kids,small,yellow,formal,white,long sleeve,black,long,blankets,5,7,yes,18.0,17.0,1.0,Wednesday,Morning,1,27.8,30.9,23.0,75.32,0.0,0.0,,31.7,7.1,154.0,1011.4,89.0,10.0,664.3,2.4,7.0,Partially cloudy
chinese,male,moderate,24.0,no,no_kids,big,red,traditional,blue,short_sleeve,orange,long,clothes,4,7,yes,31.0,14.0,1.0,Monday,Morning,1,23.0,23.0,23.0,100.0,0.0,0.0,,31.7,0.0,0.0,1011.4,89.0,6.1,0.0,1.3,0.0,Partially cloudy
malay,female,moderate,55.0,no,toddler,big,green,traditional,orange,short_sleeve,brown,long,clothes,4,7,yes,57.0,11.0,3.0,Wednesday,Evening,1,28.9,34.3,25.0,79.73,0.0,0.0,,31.7,9.1,181.0,1011.4,89.0,10.0,0.6,0.0,0.0,Partially cloudy
foreigner ,female,thin,44.0,no,young,small,grey,formal,green,short_sleeve,blue_jeans,short,blankets,5,10,yes,18.0,10.0,2.0,Thursday,Night,0,26.1,26.1,23.1,83.57,0.0,0.0,,31.7,0.7,7.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
indian,male,thin,56.0,yes,young,small,yellow,formal,green,long sleeve,orange,long,clothes,6,9,yes,20.0,15.0,1.0,Friday,Morning,0,25.9,25.9,24.9,94.23,0.0,0.0,,31.7,3.7,318.0,1011.4,89.0,7.2,0.0,1.3,0.0,Partially cloudy
foreigner ,female,moderate,43.0,yes,young,small,black,traditional,black ,long sleeve,red,short,clothes,4,9,yes,55.0,7.0,2.0,Sunday,Evening,1,29.0,33.6,24.0,74.47,0.0,0.0,,31.7,10.7,292.0,1011.4,89.0,9.9,30.5,0.1,0.0,Partially cloudy
chinese,female,moderate,27.0,no,toddler,small,yellow,traditional,black,long sleeve,blue  ,short,clothes,3,10,yes,43.0,16.0,2.0,Monday,Morning,1,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,3.3,283.0,1011.4,89.0,6.3,0.0,1.3,0.0,Partially cloudy
indian,female,fat,39.0,yes,toddler ,small,white,casual,green,short_sleeve,blue_jeans,long,blankets,6,8,no,34.0,13.0,1.0,Thursday,Morning,1,24.9,24.9,22.9,88.28,0.0,0.0,,31.7,2.2,344.0,1011.4,89.0,7.2,0.0,1.3,0.0,Partially cloudy
foreigner ,male,moderate,26.0,yes,young,big,white,formal,white,short_sleeve,brown,long,clothes,4,10,no,45.0,9.0,2.0,Saturday,Morning,1,27.1,30.2,23.9,82.95,0.0,0.0,,31.7,6.1,143.0,1011.4,89.0,5.4,0.0,1.3,0.0,Partially cloudy
foreigner ,female,thin,58.0,yes,toddler ,small,red,traditional,brown,long sleeve,pink,short,clothes,3,7,yes,41.0,13.0,1.0,Wednesday,Morning,1,25.0,25.0,23.2,89.47,0.0,0.0,,31.7,0.1,16.0,1012.4,89.0,8.0,228.5,0.8,2.0,Partially cloudy
chinese,male,thin,48.0,yes,toddler,small,purple,traditional,yellow,long sleeve,white,long,clothes,4,9,no,24.0,14.0,1.0,Tuesday,Morning,1,33.1,37.3,22.1,52.55,0.0,0.0,,31.7,8.6,355.0,1011.4,89.0,10.0,939.0,3.4,9.0,Partially cloudy
chinese,female,thin,27.0,no,young,small,yellow,formal,grey,long sleeve,green,short,clothes,6,9,yes,17.0,16.0,3.0,Tuesday,Morning,1,26.1,26.1,25.0,93.82,0.0,0.0,,31.7,0.6,5.0,1011.4,89.0,6.1,0.0,1.3,0.0,Partially cloudy
foreigner ,female,moderate,43.0,yes,young,small,blue,formal,purple,long sleeve,white,short,blankets,4,9,yes,18.0,18.0,1.0,Sunday,Morning,1,25.2,25.2,21.9,81.95,0.0,0.0,,31.7,1.0,5.0,1013.0,88.6,9.1,0.0,1.3,0.0,Partially cloudy
foreigner ,male,moderate,21.0,yes,toddler,big,green,traditional,red,short_sleeve,grey,long,blankets,5,10,no,16.0,9.0,1.0,Sunday,Morning,1,24.9,24.9,24.0,94.67,0.0,0.0,,31.7,2.2,324.0,1011.3,89.0,7.2,96.1,0.3,1.0,Partially cloudy
malay,male,fat,47.0,no,no_kids,small,blue,traditional,pink,long sleeve,brown,short,clothes,6,7,no,56.0,10.0,3.0,Wednesday,Evening,1,30.1,36.2,24.8,73.36,0.0,0.0,,31.7,15.7,277.0,1008.5,89.0,12.4,279.1,1.0,3.0,Partially cloudy
chinese,female,thin,32.0,yes,no_kids,big,brown,traditional,green,long sleeve,black,short,clothes,4,7,yes,55.0,13.0,2.0,Wednesday,Night,1,27.0,30.1,24.1,84.05,0.0,0.0,,31.7,5.1,177.0,1011.4,89.0,10.0,0.0,1.3,0.0,Partially cloudy
foreigner ,female,thin,58.0,no,toddler ,big,black,casual,black ,long sleeve,blue,long,blankets,3,10,yes,40.0,14.0,3.0,Wednesday,Evening,1,28.1,33.6,25.9,87.92,4.632,100.0,rain,31.7,3.9,150.0,1011.9,89.0,6.3,0.0,1.3,0.0,"Rain, Partially cloudy"
chinese,female,moderate,33.0,yes,no_kids,big,purple,casual,red,long sleeve,green,short,clothes,5,10,yes,33.0,8.0,2.0,Friday,Afternoon,1,28.9,34.2,24.8,78.56,1.031,100.0,rain,31.7,9.1,174.0,1010.7,99.2,9.1,637.5,2.3,6.0,"Rain, Overcast"
foreigner ,female,thin,27.0,no,toddler,small,orange,casual,blue,long sleeve,blue_jeans,short,blankets,4,8,yes,43.0,20.0,2.0,Saturday,Night,1,25.1,25.1,23.1,88.69,0.0,0.0,,31.7,0.3,355.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
chinese,female,moderate,43.0,yes,young,small,brown,casual,blue,short_sleeve,black,long,blankets,5,8,no,54.0,16.0,3.0,Tuesday,Afternoon,1,31.0,34.6,22.1,59.08,0.0,0.0,,31.7,8.2,352.0,1011.4,89.0,10.0,906.0,3.3,9.0,Partially cloudy
foreigner ,male,thin,30.0,no,toddler,small,pink,casual,red,short_sleeve,blue_jeans,short,blankets,4,10,yes,25.0,20.0,3.0,Thursday,Morning,1,28.0,32.6,24.9,83.42,0.0,0.0,,31.7,6.0,4.0,1011.4,89.0,7.2,0.0,1.3,0.0,Partially cloudy
chinese,male,thin,24.0,no,toddler ,small,red,formal,black ,long sleeve,grey,long,blankets,4,7,yes,44.0,8.0,3.0,Friday,Morning,1,25.7,25.7,24.8,94.52,0.444,100.0,rain,31.7,5.1,302.0,1011.2,89.0,5.4,0.0,1.3,0.0,"Rain, Partially cloudy"
indian,female,moderate,29.0,yes,baby,small,black,casual,orange,short_sleeve,black,short,clothes,4,9,no,33.0,17.0,1.0,Thursday,Afternoon,0,27.0,30.6,25.0,88.84,0.0,0.0,,31.7,4.4,123.0,1011.4,99.2,5.9,254.4,0.9,3.0,Overcast
chinese,female,thin,36.0,yes,toddler,big,yellow,casual,blue,long sleeve,purple,short,blankets,4,10,yes,45.0,18.0,1.0,Tuesday,Evening,0,26.2,26.2,23.0,82.42,0.0,0.0,,31.7,26.7,219.0,1011.4,89.0,9.1,1.0,0.0,0.0,Partially cloudy
chinese,female,thin,23.0,yes,no_kids,small,blue,formal,black ,short_sleeve,green,long,clothes,5,9,no,27.0,9.0,2.0,Monday,Morning,0,24.8,24.8,22.1,84.7,0.0,0.0,,31.7,4.0,317.0,1012.5,89.0,6.3,0.0,1.3,0.0,Partially cloudy
indian,male,fat,30.0,no,baby,big,red,casual,red,long sleeve,purple,short,clothes,3,10,no,25.0,13.0,2.0,Sunday,Morning,1,27.2,31.5,25.7,91.81,0.0,0.0,,31.7,9.4,294.0,1012.8,89.0,5.4,555.8,2.0,6.0,Partially cloudy
chinese,male,fat,19.0,no,no_kids,big,red,traditional,black,long sleeve,blue,short,clothes,3,9,yes,22.0,15.0,1.0,Saturday,Afternoon,1,31.9,35.9,22.3,56.86,0.0,0.0,,31.7,5.4,229.0,1013.0,89.0,10.9,721.3,2.6,7.0,Partially cloudy
malay,male,moderate,28.0,yes,toddler,big,white,formal,white,short_sleeve,blue  ,long,blankets,3,9,no,30.0,15.0,3.0,Wednesday,Morning,1,31.8,37.7,24.1,64.09,0.0,0.0,,31.7,4.0,205.0,1014.3,88.6,12.4,808.8,2.9,8.0,Partially cloudy
malay,female,moderate,32.0,yes,young,big,orange,casual,black,short_sleeve,brown,short,blankets,6,7,no,16.0,7.0,1.0,Wednesday,Morning,0,27.0,29.3,22.1,74.66,0.0,0.0,,31.7,2.0,130.0,1011.4,89.0,10.0,342.9,1.2,3.0,Partially cloudy
malay,male,fat,36.0,yes,toddler,small,orange,casual,pink,short_sleeve,blue ,short,clothes,5,7,yes,32.0,9.0,3.0,Saturday,Morning,1,24.2,24.2,23.8,97.46,0.0,0.0,,31.7,1.9,321.0,1013.0,89.0,7.1,0.0,1.3,0.0,Partially cloudy
indian,female,thin,47.0,no,no_kids,big,purple,formal,blue,short_sleeve,green,long,clothes,6,7,yes,57.0,20.0,1.0,Tuesday,Morning,1,26.0,26.0,22.8,82.4,0.0,0.0,,31.7,4.9,332.0,1011.4,89.0,4.7,0.0,1.3,0.0,Partially cloudy
foreigner ,female,fat,25.0,no,toddler ,small,purple,traditional,black ,long sleeve,pink,short,blankets,6,10,yes,49.0,9.0,2.0,Thursday,Morning,1,30.1,35.5,24.2,70.81,0.0,0.0,,31.7,8.9,312.0,1012.8,89.0,12.2,714.3,2.6,7.0,Partially cloudy
foreigner ,female,moderate,28.0,no,baby,big,brown,casual,red,long sleeve,purple,short,clothes,4,10,no,40.0,9.0,1.0,Wednesday,Morning,0,25.0,25.0,24.0,94.19,0.0,0.0,,31.7,0.3,356.0,1011.4,89.0,3.4,20.5,0.1,0.0,Partially cloudy
malay,male,thin,28.0,no,toddler,big,white,formal,purple,short_sleeve,blue  ,long,clothes,4,8,yes,34.0,19.0,2.0,Saturday,Morning,1,28.0,31.2,22.9,73.97,0.0,0.0,,31.7,5.7,314.0,1011.4,89.0,10.0,453.1,1.6,5.0,Partially cloudy
malay,female,fat,58.0,yes,young,small,pink,traditional,grey,short_sleeve,grey,long,clothes,4,10,no,36.0,15.0,3.0,Wednesday,Night,0,27.0,28.9,21.1,70.05,0.0,0.0,,31.7,4.0,5.0,1011.4,89.0,9.1,0.0,1.3,0.0,Partially cloudy
foreigner ,female,thin,23.0,no,toddler,small,pink,casual,pink,short_sleeve,pink,long,clothes,3,7,yes,37.0,11.0,3.0,Saturday,Morning,1,30.8,36.1,23.8,66.34,0.0,0.0,,31.7,3.7,305.0,1014.2,89.0,10.9,508.0,1.8,5.0,Partially cloudy
foreigner ,female,fat,39.0,no,young,small,black,traditional,purple,short_sleeve,green,long,blankets,4,9,yes,16.0,19.0,2.0,Saturday,Afternoon,1,33.1,39.3,23.9,58.77,0.0,0.0,,31.7,5.6,346.0,1011.4,89.0,10.0,729.0,2.6,7.0,Partially cloudy
foreigner ,female,moderate,48.0,yes,toddler ,small,brown,traditional,black,short_sleeve,white,short,clothes,6,7,yes,50.0,12.0,2.0,Tuesday,Afternoon,1,25.7,25.7,24.1,90.86,0.0,0.0,,31.7,8.0,191.0,1008.1,89.0,8.1,234.9,0.8,2.0,Partially cloudy
indian,female,thin,35.0,no,young,big,black,formal,grey,long sleeve,white,long,blankets,6,8,yes,15.0,21.0,3.0,Sunday,Morning,0,32.0,32.0,16.1,38.57,0.0,0.0,,31.7,13.5,49.0,1011.4,89.0,10.0,1008.5,3.6,10.0,Partially cloudy
malay,female,fat,42.0,yes,no_kids,big,brown,casual,black ,short_sleeve,blue  ,short,clothes,5,8,yes,52.0,10.0,2.0,Thursday,Morning,1,27.1,30.2,24.0,83.32,0.0,0.0,,31.7,1.7,283.0,1011.4,89.0,9.1,381.5,1.4,4.0,Partially cloudy
chinese,female,moderate,24.0,yes,toddler ,big,grey,formal,brown,long sleeve,blue_jeans,short,clothes,6,7,no,21.0,14.0,1.0,Wednesday,Afternoon,1,33.1,37.1,21.9,52.07,0.0,0.0,,31.7,9.6,344.0,1011.4,89.0,10.0,548.5,2.0,5.0,Partially cloudy
malay,female,moderate,44.0,no,no_kids,big,white,traditional,yellow,short_sleeve,orange,long,clothes,3,10,no,21.0,19.0,2.0,Friday,Afternoon,1,31.0,34.6,22.1,59.08,0.0,0.0,,31.7,3.5,351.0,1011.4,89.0,10.0,717.8,2.6,7.0,Partially cloudy
